"","SA2_2016","Index1_point","Index1_lower","Index1_upper","Index1_Prob_PercentileAbove80","Index1_Prob_PercentileAbove95","Index1_Prob_PercentileAbove99","Index2_point","Index2_lower","Index2_upper","Index2_Prob_PercentileAbove80","Index2_Prob_PercentileAbove95","Index2_Prob_PercentileAbove99","Index3_point","Index3_lower","Index3_upper","Index3_Prob_PercentileAbove80","Index3_Prob_PercentileAbove95","Index3_Prob_PercentileAbove99","Index4_point","Index4_lower","Index4_upper","Index4_Prob_PercentileAbove80","Index4_Prob_PercentileAbove95","Index4_Prob_PercentileAbove99","Scores1_point","Scores1_lower","Scores1_upper","Scores2_point","Scores2_lower","Scores2_upper","Scores3_point","Scores3_lower","Scores3_upper","Scores4_point","Scores4_lower","Scores4_upper"
"11",111011213,90,71,100,0.82125,0.199125,0.01275,43,21,66,0.001625,0,0,62,40,84,0.0605,0.00025,0,73,38,95,0.33925,0.008125,0,1.07147572134892,0.439560936499398,1.64392031718825,-0.213270478106888,-1.04227178840448,0.661596215878117,0.352146735481524,-0.247377776970093,0.928310167416998,3525.51704227328,-2476.62261413609,9293.77724109527
"12",116031319,5,3,8,0,0,0,47,28,66,0.000375,0,0,15,5,28,0,0,0,8,3,16,0,0,0,-2.13772846861746,-2.6937773194134,-1.56747135251457,-0.0777847210076965,-0.760815529000191,0.61519292060928,-0.992899707585607,-1.50053214898868,-0.52243131264808,-17680.5650929769,-26719.9759770414,-9302.93438432436
"13",111031233,69,41,89,0.177125,0.0025,0,67,45,85,0.087625,0.00025,0,71,53,89,0.15425,0.001125,0,94,67,100,0.872375,0.409125,0.02025,0.526699076373965,-0.0265484918662848,1.06151934487454,0.604257270362633,-0.0997415089184112,1.32773667523205,0.570291794696168,0.0727072525545428,1.06097863255081,9617.97111755087,1226.20781433236,17893.4046379694
"14",203031052,99,84,100,0.968375,0.736625,0.3695,59,26,87,0.09175,0.004,0.00025,83,59,100,0.575,0.1225,0.017375,73,55,88,0.205875,0,0,1.6019844418446,0.751439692311961,2.46068166401462,0.342973940695837,-0.77083281667294,1.47927517946669,0.898746823517512,0.0906555489650263,1.62634459702839,3533.4231366591,356.412290756001,6393.97378321712
"15",313021367,59,28,85,0.0815,0.000875,0,65,41,85,0.08,0.000875,0,66,45,86,0.09125,0.000875,0,59,44,70,0.000125,0,0,0.321998798212388,-0.299254993356028,0.974492165686315,0.536838605879604,-0.29384606929797,1.29083302127782,0.437615908529431,-0.124052550459034,0.986043976933449,1432.31686861683,-406.023997652418,3227.32193650318
"16",506061142,24,10,45,0.000125,0,0,58,32,79,0.028375,0.000125,0,47,26,68,0.001875,0,0,43,19,87,0.081,0.0025,0,-0.491798414808848,-1.07999065297182,0.198730612871392,0.30974122705163,-0.566440956090949,1.10504112525198,-0.0520150660982604,-0.626746557038585,0.528252991112044,-687.11902315802,-8279.3220184797,6978.2220125901
"17",316011414,68,44,89,0.14125,0.000625,0,35,17,53,0,0,0,47,28,64,0.000375,0,0,43,18,82,0.05475,5e-04,0,0.508170968248942,0.0113683612734818,1.03197795226912,-0.494787754440134,-1.16972708381476,0.250066312077244,-0.0513424661483067,-0.514775881591797,0.450032591961497,-714.507430152911,-7163.87855617225,6262.87856603217
"18",313051378,66,38,93,0.175625,0.003375,0,75,53,97,0.339375,0.026625,0.000625,77,54,95,0.367125,0.02325,0.000625,90,63,99,0.78125,0.154625,0.000375,0.467954266414178,-0.165344821315242,1.13238655202597,0.906162864602236,0.047964930516751,1.8827455630152,0.71792774751974,0.124289289057103,1.35076058944094,7287.32560119912,1261.59842857413,13710.8953631203
"19",213051365,4,2,7,0,0,0,46,27,64,0.000125,0,0,13,3,24,0,0,0,2,1,6,0,0,0,-2.33245355103759,-2.92090085921059,-1.75498291844226,-0.0940415710427964,-0.76254884818491,0.579961417562697,-1.08740880140086,-1.59157861455507,-0.63856593370809,-32430.8800929794,-47467.2406004904,-19044.5904069101
"20",105031100,49,16,82,0.05525,0.002375,0,85,62,99,0.650375,0.122125,0.01,79,55,98,0.45025,0.0465,0.003375,88,61,98,0.722625,0.078375,0,0.136063571379595,-0.643746343017809,0.976732562005434,1.2928946029889,0.374120549239331,2.26928988726543,0.779916650210571,0.081356791613478,1.44814295617316,6541.55090364117,682.380089658046,12146.2990449024
