"","SA2_2016","Index1_point","Index1_lower","Index1_upper","Index1_Prob_PercentileAbove80","Index1_Prob_PercentileAbove95","Index1_Prob_PercentileAbove99","Index2_point","Index2_lower","Index2_upper","Index2_Prob_PercentileAbove80","Index2_Prob_PercentileAbove95","Index2_Prob_PercentileAbove99","Index3_point","Index3_lower","Index3_upper","Index3_Prob_PercentileAbove80","Index3_Prob_PercentileAbove95","Index3_Prob_PercentileAbove99","Index4_point","Index4_lower","Index4_upper","Index4_Prob_PercentileAbove80","Index4_Prob_PercentileAbove95","Index4_Prob_PercentileAbove99","Scores1_point","Scores1_lower","Scores1_upper","Scores2_point","Scores2_lower","Scores2_upper","Scores3_point","Scores3_lower","Scores3_upper","Scores4_point","Scores4_lower","Scores4_upper"
"282",118021566,35,16,56,0.000625,0,0,6,1,17,0,0,0,11,2,23,0,0,0,16,10,24,0,0,0,-0.186683795315767,-0.768625216334479,0.310808390705529,-1.97823891583999,-2.81877477883842,-1.18491967598328,-1.18102783545241,-1.69546924422198,-0.620077754840683,-10169.240177163,-14598.8379273734,-5339.1795080557
"283",121031409,32,15,56,0.000375,0,0,2,1,7,0,0,0,6,1,14,0,0,0,7,3,11,0,0,0,-0.241292410292072,-0.869613294031507,0.319025642844719,-2.50263033046454,-3.32368407687363,-1.69918155534577,-1.50216185131713,-2.0654465110299,-0.957574787377923,-20287.4468829635,-27894.8878547143,-12932.5262909325
"284",701021016,31,10,58,0.00175,0,0,28,5,51,0,0,0,28,7,49,0,0,0,38,30,49,0,0,0,-0.289173974409094,-1.03956016536426,0.415675626402423,-0.798904929020769,-1.76339592902872,0.236486294065707,-0.57766767100418,-1.26967984517459,0.0745262696900451,-1597.53994416206,-3511.29961183032,206.10239882782
"285",604031095,64,24,96,0.2145,0.02825,0.002375,99,83,100,0.9665,0.746375,0.413125,97,77,100,0.921625,0.58225,0.256875,80,64,91,0.465875,0,0,0.416129920107551,-0.550740014937105,1.33091468642025,2.27821529101852,1.02826915320362,3.57140465274994,1.44929384991283,0.580983582170922,2.32719023435884,4676.14660674376,1874.54352787448,7508.67929115879
"286",215021469,26,10,53,0.00075,0,0,86,65,99,0.68725,0.111625,0.005,70,46,91,0.188375,0.005125,0,92,51,100,0.7545,0.304125,0.01875,-0.42908459109188,-1.17882387272401,0.340945799517615,1.31656669364448,0.446901477671256,2.19887023855947,0.539765576972147,-0.082742356238789,1.16980429152359,8126.44064410416,-1245.72754435309,17611.9885110334
"287",801061062,90,70,99,0.825,0.1795,0.009,5,1,15,0,0,0,25,10,42,0,0,0,38,31,44,0,0,0,1.05145050714431,0.489420942656407,1.63885105455851,-2.05815863138052,-2.8445733777152,-1.28976978456988,-0.677462300861396,-1.22713696192975,-0.153788193632856,-1680.44523728669,-3043.91323406674,-381.471614306298
"288",402041047,24,14,39,0,0,0,71,53,87,0.145375,0.000375,0,57,40,73,0.004,0,0,71,33,94,0.303,0.011875,0,-0.483150117480719,-0.935939730012757,-0.00475718156682936,0.777138065668726,0.145504021580575,1.41610218284395,0.21547592426967,-0.228735581128781,0.636642637456005,3154.78300723224,-3348.91764330648,9321.08485499337
"289",124031461,58,33,82,0.04125,0.000125,0,71,50,89,0.174375,0.0025,0,71,51,88,0.153625,0.000875,0,91,62,99,0.803625,0.21975,0.002375,0.307656404942643,-0.233828937997006,0.834692628105423,0.75976043701204,0.052013515307835,1.47518706555616,0.558960240440515,0.0512669529891235,1.03793023910681,7804.20287703047,715.789197634143,14491.5819984092
"290",317011458,26,12,46,0.00025,0,0,60,39,79,0.021625,0,0,49,29,66,0.00125,0,0,51,23,80,0.0435,0,0,-0.438265565530242,-1.04026959030538,0.143529883033239,0.373062249090622,-0.340798766752276,1.06566966445057,0.0134376315092478,-0.478386988237684,0.501289963701814,146.886750027588,-5229.24816842613,5479.60059322452
"291",401031013,57,31,80,0.032375,0.000125,0,7,1,17,0,0,0,17,5,30,0,0,0,13,6,22,0,0,0,0.27981398157356,-0.250669375638353,0.810603270747542,-1.88709949439286,-2.61717510616754,-1.1925272198263,-0.927869855967748,-1.4374023546714,-0.46346866332297,-12677.0219071594,-19638.509670698,-6332.14061265007
"292",104021084,59,31,86,0.074875,0.001375,0.000125,74,52,93,0.289375,0.008125,0,73,52,92,0.249375,0.00575,0,94,66,100,0.852875,0.378625,0.018,0.324883559516602,-0.282989935088503,0.952371579364649,0.875915771381588,0.0873170229407274,1.70230080256978,0.629675926086852,0.0901720477983192,1.22608372489923,9263.16254866368,1326.52099516107,18036.9176769925
"293",303021055,32,16,53,0.000125,0,0,15,3,30,0,0,0,18,5,33,0,0,0,21,12,30,0,0,0,-0.263413350101369,-0.797305994469942,0.288238133585437,-1.37032259800137,-2.1618642654454,-0.595801511036313,-0.87839975453619,-1.40036453671145,-0.350597663112981,-7612.21227281062,-12135.5590751415,-3038.27934853709
"294",801041035,6,3,11,0,0,0,22,2,45,0,0,0,7,1,20,0,0,0,22,14,29,0,0,0,-1.8804235842174,-2.56480452149981,-1.1780559245247,-1.04047909151429,-2.04729899494186,0.0473648517980264,-1.40669915471848,-2.0898076125618,-0.70667980341983,-7004.65844092068,-10406.1970067515,-3518.91208112905
"295",206061136,73,48,93,0.24675,0.004125,0,14,4,26,0,0,0,29,14,44,0,0,0,16,6,33,0.000375,0,0,0.605737294884566,0.0553911924929935,1.13257772485209,-1.47267068387666,-2.14424460414368,-0.805853482357225,-0.553468183700712,-1.02851024112608,-0.10486024707701,-10747.7986592841,-19972.6403724273,-2036.28113798846
"296",125021477,8,4,12,0,0,0,16,5,28,0,0,0,6,2,13,0,0,0,3,1,6,0,0,0,-1.65788449677242,-2.2053107646585,-1.09163361380473,-1.33689345395803,-1.98355836990427,-0.678651241815056,-1.47809512751753,-1.98217105067738,-1.03424056062421,-27654.4207882892,-37085.4292726485,-19350.1237689986
"297",601011003,40,14,71,0.01175,0.00025,0,56,27,84,0.05225,0.001125,0,53,25,77,0.021125,0.000125,0,53,35,68,0.000625,0,0,-0.0626276937616449,-0.810836757569608,0.655769760091889,0.243798670708655,-0.878975422855973,1.23059089235645,0.108846585961465,-0.619046802330575,0.778069557120598,406.106612222227,-2309.66361949538,2902.97751761695
"298",314021388,30,16,50,0,0,0,74,56,91,0.256375,0.001875,0,62,44,79,0.0225,0,0,89,44,100,0.677875,0.2265,0.01025,-0.310593899915908,-0.822187659285403,0.200680771878082,0.874700649463539,0.188709650155824,1.53438643777039,0.351507294818231,-0.115342917041525,0.814087126256486,7014.67957539262,-2301.78325248066,16245.9226915744
"299",308031219,59,33,83,0.05425,0,0,67,47,84,0.0835,0.00025,0,68,50,85,0.091125,0.00025,0,61,51,73,0.00025,0,0,0.334118176934292,-0.213656968267429,0.877268549128112,0.629542767900323,-0.0728003697769013,1.27011083090259,0.498714998139512,0.0222894895535233,0.976259322265457,1764.20430591852,78.8490692955888,3453.51735251405
"300",604011081,51,24,78,0.0245,0.000125,0,88,68,100,0.734625,0.164625,0.011875,82,60,97,0.544,0.051375,0.00175,69,55,80,0.027875,0,0,0.17921286148564,-0.441161002535393,0.780874712747428,1.39662370947059,0.451307159453246,2.25751259744734,0.857811582245875,0.259765599105558,1.45767532838695,2854.79694571427,864.499913823296,4851.14349287178
"301",603021072,41,18,67,0.004,0,0,55,26,79,0.029,0.000125,0,52,27,73,0.00975,0,0,54,28,79,0.030625,0,0,-0.0392000773670003,-0.64584874083702,0.557205791772698,0.200596232006096,-0.703374318991866,1.19667636580419,0.0931915652994005,-0.543233334985492,0.679145053337561,668.090331631402,-3894.43977851099,4868.79088737698
"302",306011142,44,17,76,0.021375,0.00025,0,23,4,45,0.000125,0,0,28,7,50,0.000125,0,0,23,7,51,0.00225,0.000125,0,0.016978200368539,-0.723781831255521,0.752686304145219,-1.01554775829705,-2.01549326039738,-0.0343643889628319,-0.561168816286493,-1.21630156553551,0.146393351339935,-6825.77689690076,-14794.4840923912,1780.6555290233
"303",314031391,39,18,64,0.00125,0,0,68,44,87,0.119875,0.00175,0,62,40,80,0.03275,0.00025,0,68,37,88,0.171625,0.000375,0,-0.073138185034429,-0.642541952222055,0.499602144885047,0.648561755414074,-0.158852015414882,1.40051260571587,0.33202038319372,-0.229133850403143,0.834623527126731,2744.64649767088,-1894.13497435758,6899.41538699312
"304",801011020,35,17,54,0,0,0,16,5,28,0,0,0,20,8,33,0,0,0,37,32,41,0,0,0,-0.185578592970863,-0.656964543091088,0.323127509911519,-1.34475292256935,-1.99143682686756,-0.695706941741575,-0.831030822630509,-1.27211473839544,-0.38412104917952,-1974.52923457009,-3022.54461842757,-912.671612850539
"305",310011272,10,5,16,0,0,0,42,21,63,0.000375,0,0,22,6,38,0,0,0,26,16,36,0,0,0,-1.39139269329436,-2.00743075347404,-0.750141287956144,-0.252515492549105,-1.03938700102403,0.543432530153678,-0.758574916383967,-1.32293047509796,-0.208658581072716,-5168.92948024035,-9014.44825731751,-1421.79957142949
"306",217011422,51,21,80,0.039125,0.00025,0,91,72,100,0.841625,0.279125,0.037125,85,65,100,0.654625,0.1085,0.008,93,75,99,0.906375,0.265875,0.000875,0.174649111107964,-0.540948495019374,0.817317116685875,1.57528248684245,0.607453870111099,2.49242816270234,0.952813081423477,0.319224946692649,1.61023589482193,8699.18343339634,2914.52376330389,14701.4537197242
"307",211031263,33,16,53,0,0,0,52,32,70,0.002875,0,0,47,29,64,0.00025,0,0,45,24,74,0.01375,0,0,-0.235302950836589,-0.718675742406725,0.316160552325685,0.113464776861386,-0.56645581223464,0.777001216295803,-0.0433805679724512,-0.496841866870419,0.437617981601787,-434.890193923824,-4980.83971537595,4387.12026555792
"308",503011031,96,83,100,0.971375,0.53375,0.082875,2,1,10,0,0,0,23,6,40,0,0,0,26,16,38,0,0,0,1.3510143759335,0.76632662882555,1.91807651601208,-2.36721775724179,-3.25205723696433,-1.52952081102862,-0.721301874154731,-1.2865286851748,-0.129797430996113,-5416.61642396495,-9661.18716132014,-974.713808065309
"309",311021310,29,15,46,0,0,0,60,42,77,0.010625,0,0,51,33,66,0.000375,0,0,52,36,65,0.000125,0,0,-0.34730435389822,-0.836882884186461,0.146591977846686,0.366525221047064,-0.235382844563774,1.00548747791469,0.0466392305506567,-0.372276753359121,0.500394041056232,244.902599621498,-1954.82523188874,2627.56910958627
"310",121041414,84,59,98,0.607125,0.075375,0.001875,3,1,12,0,0,0,18,4,35,0,0,0,11,3,23,0,0,0,0.8738679603381,0.277816943019493,1.49733375054932,-2.28859493574982,-3.14307513328477,-1.34375359355539,-0.883730135977854,-1.51212175056223,-0.310048434254709,-14604.52422717,-24989.3240497914,-5123.86042449332
"311",102011028,80,56,97,0.471625,0.02675,5e-04,39,17,60,0.000375,0,0,54,32,75,0.009125,0,0,55,33,76,0.01125,0,0,0.76918598686936,0.205474883147423,1.35421556030216,-0.356153938680475,-1.1398662665159,0.490986525778032,0.143361592241796,-0.397185040675627,0.730029544085916,860.38459583914,-2383.70602161478,4381.27230883163
"312",303051074,12,7,18,0,0,0,32,15,48,0,0,0,19,6,31,0,0,0,30,24,36,0,0,0,-1.17108072892688,-1.6927270453701,-0.697485878508998,-0.624092269582174,-1.30315822684951,0.0571058745846784,-0.865845789849464,-1.31852558766588,-0.3973038123052,-3862.97099141338,-5882.60190937131,-1772.57095859965
"313",119041379,12,7,19,0,0,0,13,2,26,0,0,0,8,2,17,0,0,0,7,4,13,0,0,0,-1.20663336301083,-1.75986330823362,-0.639028775127451,-1.49075778102618,-2.26531354019927,-0.759343566446623,-1.36138576404382,-1.9055791620714,-0.864727570282159,-19188.7323441977,-26859.1382893964,-12188.335103127
"314",310041297,25,12,44,0,0,0,60,39,80,0.028625,0,0,49,29,67,0.000875,0,0,50,29,73,0.00875,0,0,-0.459098097946236,-1.01493071190508,0.120008322866336,0.380682878961486,-0.353763001554126,1.12196039862144,0.00805269736166343,-0.508004023601045,0.511796949250619,60.8944974488989,-3841.5264264711,3870.20853023318
"315",309021233,71,45,91,0.200125,0.002375,0,42,22,61,5e-04,0,0,53,33,71,0.002625,0,0,57,29,85,0.07925,0.000125,0,0.561281799972405,0.0329999669119383,1.10613239770824,-0.23713575796922,-0.981207229476772,0.47929365751389,0.113909376043133,-0.405273093009536,0.59367641944109,1165.34987160927,-4146.14637803406,6073.60660909207
"316",801041048,20,10,33,0,0,0,24,7,44,0,0,0,20,6,36,0,0,0,30,22,38,0,0,0,-0.678587850665361,-1.2027109691751,-0.144587947882299,-0.95782504674538,-1.79343176621982,-0.0997680375661902,-0.836116222621413,-1.37803953645114,-0.255385086436926,-3794.29541825597,-6253.54341641528,-1158.93752225077
"317",112031252,78,54,92,0.38125,0.004625,0,57,39,73,0.002625,0,0,67,50,81,0.044125,0,0,75,55,90,0.280625,0,0,0.717304209073872,0.232141267923344,1.17710092668938,0.267352031299936,-0.349752273129391,0.845383322639893,0.463851597888719,0.0593022045833294,0.881549564675637,3812.86013464527,487.464121674967,7246.33742163373
"318",404021102,8,4,12,0,0,0,49,30,68,0.001,0,0,23,9,38,0,0,0,14,6,27,0,0,0,-1.65714445817191,-2.22125962815439,-1.07688617613004,0.00893218541373965,-0.653008127167677,0.73173346466461,-0.730419390710181,-1.22164641374628,-0.241057913633902,-11567.6518906771,-19347.2142544998,-3817.6341782201
"319",213051361,9,5,13,0,0,0,49,31,67,5e-04,0,0,24,10,38,0,0,0,15,6,27,0,0,0,-1.56280235154953,-2.10859897748299,-1.04265734309648,0.0043153860691877,-0.630991081064093,0.672934458558109,-0.688449788788058,-1.15426351033223,-0.232330080891933,-11110.8911412505,-18628.6587932519,-3749.57517551491
"320",601051033,72,36,99,0.338375,0.04325,0.003125,6,1,25,0,0,0,20,1,44,0,0,0,29,16,44,0,0,0,0.599399485082623,-0.26046442678404,1.44205139323694,-1.93510998136608,-3.23341447977324,-0.724177996488899,-0.809530519327817,-1.61875624467213,0.0254102510865417,-4232.63032030549,-8463.66702526821,132.857497805983
"321",310031284,39,18,62,0.000875,0,0,84,66,97,0.64175,0.0465,0.00025,74,55,90,0.238625,0.002625,0,81,60,93,0.5075,0.00125,0,-0.0887523209699859,-0.624457814241505,0.464675608059649,1.23477729637546,0.55916893488161,1.97212704481213,0.650997784891618,0.184818236414756,1.13955587599935,4865.55744427996,1381.33149896389,8517.04061721914
"322",214021385,63,40,85,0.064875,0.000125,0,62,43,81,0.031125,0.000125,0,66,48,83,0.051,0,0,88,54,99,0.68975,0.14,0.000375,0.403684209886538,-0.0846110271904077,0.896909731921895,0.445918082098077,-0.198621336740534,1.16249512380305,0.432487855835464,-0.0597102228589845,0.870314637234002,6707.02166829637,-925.986136097131,13496.8393942249
"323",123021438,7,3,11,0,0,0,71,49,90,0.20725,0.003875,0,35,16,53,0,0,0,24,8,58,0.006625,0,0,-1.81136070177444,-2.43052446511046,-1.1705947333484,0.77738003209723,-0.0129110923917246,1.50779734898332,-0.37282844447773,-0.894163217926212,0.172422863271087,-6055.47959520729,-14522.9989855575,2800.49214524899
"324",801041044,8,4,14,0,0,0,15,1,34,0,0,0,5,1,17,0,0,0,17,11,25,0,0,0,-1.62072173975012,-2.32493784754862,-0.955773732675082,-1.41730253910251,-2.46026318072542,-0.355991725078781,-1.51252449500615,-2.21814184081437,-0.834589264577945,-9724.77624064206,-14261.542965516,-5365.9916766039
"325",119021574,1,1,3,0,0,0,25,8,45,0,0,0,2,1,7,0,0,0,10,5,14,0,0,0,-3.2045842496041,-3.9770199904039,-2.3929318077844,-0.927050699378308,-1.77597872074651,-0.0485174091114274,-1.93714657441112,-2.54305793039549,-1.25370638542309,-16018.2650238055,-21028.5460264403,-10366.8981010635
"326",601031018,42,18,71,0.00825,0,0,69,39,94,0.221375,0.015375,0.000625,63,38,89,0.100375,0.004,0,60,38,78,0.017375,0,0,-0.0179973595432979,-0.659246025881487,0.644839227702051,0.688879797391792,-0.385392636107187,1.75290904190528,0.376362147762225,-0.289954232950278,1.10020741528972,1606.69000879694,-1237.81462046474,4696.78545587183
"327",213011328,4,2,6,0,0,0,50,30,68,0.00125,0,0,13,4,25,0,0,0,21,15,28,0,0,0,-2.4977975915178,-3.07628785560406,-1.88677266954784,0.0326300238784099,-0.67419454983449,0.699923736840358,-1.09013252928516,-1.60865867042823,-0.608575669578803,-7484.84994607191,-11045.0504311603,-4178.48054732806
"328",801071073,40,22,60,0.00025,0,0,46,27,63,0.000125,0,0,45,29,61,0,0,0,45,34,59,0,0,0,-0.062304651616727,-0.508561162380172,0.410888879880015,-0.117384594728399,-0.737131913114705,0.560391759442469,-0.0891771649533226,-0.509928482613851,0.35860588144066,-419.667738270336,-2399.72343918078,1687.59927805975
"329",205041097,55,30,82,0.0385,0.000125,0,65,42,83,0.0585,0,0,65,43,82,0.058,0.000375,0,94,44,100,0.773875,0.40775,0.05925,0.247259891035512,-0.298365082852623,0.862121754978519,0.538171932059533,-0.192256777916482,1.26408745268792,0.41168139628219,-0.112965160350712,0.908758983630732,9224.13336509875,-2531.09738281805,20361.6537872302
"330",210011229,22,11,36,0,0,0,29,14,45,0,0,0,25,11,39,0,0,0,10,3,24,0.00025,0,0,-0.595016919198011,-1.13503738928129,-0.0813140867784279,-0.729078253698196,-1.3543195110036,-0.0622520296585441,-0.671432916092457,-1.12484581952728,-0.217092228402425,-15451.6856980357,-25886.0768447813,-4995.94345222501
"331",316021423,88.5,70,98,0.806625,0.119875,0.002875,42,23,62,0.000375,0,0,61,41,79,0.025375,0,0,68,40,88,0.1475,0,0,1.01586257464247,0.506747960465333,1.52173300146082,-0.229538321415671,-0.948251896641761,0.523204098407298,0.323585182240866,-0.170651481639528,0.82678529491894,2657.76689433535,-1401.64594444627,6790.80101981672
"332",210031440,13,7,22,0,0,0,43,25,63,0,0,0,27,11,43,0,0,0,33,25,43,0,0,0,-1.07833015347464,-1.67476358345734,-0.497053300708602,-0.20957318971358,-0.91611859340445,0.508999712244751,-0.599891451477913,-1.12908308601552,-0.113078573385228,-2966.16328183254,-5582.75131880373,-559.117006103258
"333",603011067,38,17,61,0.001,0,0,88,67,99,0.74325,0.15025,0.008,77,56,94,0.375625,0.01325,0.000125,75,55,87,0.229875,0,0,-0.104114868538764,-0.631587359780634,0.455801276267542,1.39462757144436,0.508708697558494,2.24028418398313,0.73453996175588,0.164722959592323,1.28417766605452,3742.11383516533,839.181117643088,6542.24311971474
"334",207021159,30,16,50,0,0,0,15,3,27,0,0,0,17,6,30,0,0,0,12,5,20,0,0,0,-0.306386895541156,-0.81278667737731,0.223654193671643,-1.41194323191244,-2.07658159567363,-0.735237304234492,-0.922513520312224,-1.38454185987522,-0.461910601281021,-13794.3446692287,-20703.0544307142,-6906.9492209551
"335",309011229,79,54,96,0.43725,0.021875,0.000125,36,16,56,0.000125,0,0,52,33,72,0.003125,0,0,53,32,72,0.004875,0,0,0.74179874128016,0.172849363394189,1.30541290393812,-0.460627096627364,-1.27705766119268,0.278920268087822,0.0753183155094688,-0.444461761961985,0.607697997512886,469.496719728274,-2770.55239319003,3788.08546749657
"336",316021419,96,80,100,0.945875,0.526375,0.12325,56,32,80,0.02375,0.00025,0,77,54,95,0.3795,0.022625,5e-04,79,57,93,0.45525,0.00075,0,1.34819347633986,0.61741390433182,1.9958163949892,0.237472924555847,-0.621309718546805,1.11788936644175,0.726436717316257,0.125509917549588,1.339991566495,4599.43407568788,794.666042965215,8484.15660326308
"337",211051279,64,38,87,0.095625,0.001375,0,56,36,74,0.00775,0,0,61,43,79,0.021125,0,0,59,43,74,0.003125,0,0,0.430170158668342,-0.106028667441121,0.975966129668652,0.22904785022235,-0.438048299933043,0.917992587228501,0.319057828093189,-0.182635933032356,0.770434476838283,1487.44759457045,-851.448719796843,3591.76553102007
"338",103031071,68,38,93,0.203,0.006875,0,90,73,99,0.844875,0.17975,0.008875,88,71,99,0.802375,0.143125,0.00675,90,77,97,0.906875,0.0455,0,0.505505960737084,-0.132515863228493,1.17024884674622,1.50625976954134,0.759905260321069,2.28211103239969,1.06210273770766,0.528107029966136,1.60584978598983,7385.33138665023,3672.19223286952,11166.2764868803
"339",307031189,36,14,62,0.002125,0,0,92,76,100,0.88625,0.284625,0.024125,81,61,97,0.5035,0.037375,5e-04,95,78,100,0.933625,0.455375,0.014,-0.161885043489761,-0.782775718385667,0.496899078300796,1.61536865194773,0.806898488374642,2.40471155480257,0.826916158996587,0.266241503777936,1.40459498733833,10160.7323036706,3271.44247767139,17258.9609069198
"340",210051250,21,9,38,0,0,0,59,36,78,0.021125,0,0,45,25,64,0.000125,0,0,44,29,63,0.000125,0,0,-0.639623310027405,-1.20460082073446,0.0199638191104449,0.329301135431829,-0.400496407235904,1.05946951627362,-0.0981548155496089,-0.624110212884087,0.444400166900339,-563.212331623656,-3581.14440152889,2549.96815767414
"341",210051247,3,1,6,0,0,0,54,29,76,0.015625,0,0,13,3,29,0,0,0,12,5,22,0,0,0,-2.65293128461774,-3.38272824966367,-1.90994815302877,0.173026956253329,-0.593767649055952,1.0697169467825,-1.07782305805253,-1.69607214753283,-0.493016864091797,-13288.4804827296,-20910.8735069323,-6078.40491738777
"342",305021118,57,30,81,0.043125,0.000125,0,18,3,33,0,0,0,28,11,45,0,0,0,32,23,44,0,0,0,0.296471574164567,-0.283037556916726,0.834456436111874,-1.2566092285376,-2.07911787506364,-0.480809756826454,-0.568811658041378,-1.10336804564782,-0.0318633820726336,-3054.80300951122,-5925.63808915161,-171.122293421079
"343",601021008,73,43,95,0.289375,0.013125,0.000375,40,13,66,0.003625,0.000125,0,52,27,76,0.0145,0.000125,0,54,28,78,0.02575,0,0,0.602542567892421,-0.0207823074452648,1.27697632021648,-0.317913299174308,-1.37065842717585,0.681295387764536,0.0890410752176905,-0.574117120803925,0.752027451816747,576.719044184981,-3718.55659144702,4870.88180541707
"344",301031018,36,18,55,0,0,0,35,17,53,0,0,0,36,18,51,0,0,0,34,22,52,0,0,0,-0.163423165284782,-0.635722520393317,0.313451288811262,-0.501062730166897,-1.17005045971523,0.239981982110074,-0.349751619729526,-0.829753019682766,0.108716777208629,-2570.14977758242,-6097.44006513881,798.905237317608
"345",121011399,30,13,51,0.000125,0,0,2,1,9,0,0,0,6,1,14,0,0,0,3,1,7,0,0,0,-0.32012521592582,-0.894122681937888,0.265225087480565,-2.44496817364082,-3.23475032257392,-1.57741277537424,-1.50296539275596,-2.08370512264366,-0.963610586699496,-27673.3502941191,-38366.2205706764,-17742.4799276045
"346",604011076,58,32,80,0.034125,0,0,77,56,95,0.376375,0.014875,0.00025,75,56,93,0.29975,0.005875,0,69,55,82,0.046125,0,0,0.314992429531795,-0.171028648169349,0.85445079782499,0.971222727090314,0.178648387895796,1.80220840409112,0.683668085947131,0.162226574660853,1.2207151286533,2886.44665886879,684.920598218121,5153.85927317425
"347",602031062,72,44,94,0.27625,0.009625,0.00025,74,51,95,0.30325,0.013625,0.00025,78,57,96,0.405625,0.02375,0.000375,72,55,85,0.123625,0,0,0.601643688269786,-0.0266209493575658,1.19791771052479,0.864802161069473,0.0167446698460537,1.80156868581053,0.747549623478334,0.168705661816152,1.35873909233921,3248.10311401336,733.026100591182,5903.72135621387
"348",306021146,68,39,92,0.185875,0.004875,0,51,27,76,0.014625,0,0,59,35,80,0.03575,0,0,62,36,85,0.079125,0,0,0.504528354855447,-0.0947352538717961,1.14559824458464,0.0730648398190328,-0.827313498452179,0.965398568635809,0.266803808209526,-0.334271110678236,0.854848780192095,1822.80361768748,-2283.74022815371,5840.32686627239
"349",311061333,12,6,18,0,0,0,69,51,87,0.11475,0.000375,0,44,27,60,0,0,0,41,24,63,0.00075,0,0,-1.16716946166924,-1.67209039504248,-0.668216533959237,0.683381269156199,0.0141603257356489,1.33690473396987,-0.137150180804175,-0.587625349955066,0.327505576999743,-1137.52359958983,-4873.76465252732,2716.33125563587
"350",115011559,6,4,10,0,0,0,11,2,22,0,0,0,3,1,8,0,0,0,2,1,3,0,0,0,-1.9149357274262,-2.47589159570577,-1.34963061633769,-1.60836014005156,-2.27483743729765,-0.926612978205986,-1.74604802357496,-2.21410566909046,-1.26265140192826,-35045.8029051848,-44440.4219371491,-25343.307613803
"351",701041041,54,25,85,0.063,0.001,0,58,31,82,0.041,0.00025,0,59,35,82,0.039,0.000375,0,56,39,69,0.00025,0,0,0.229908890518603,-0.478986550154101,0.917474813299812,0.291298999052445,-0.633731335791289,1.20921663104609,0.266180568903548,-0.365624739788777,0.893864094744048,927.772372913316,-1274.38503053378,3115.56330223038
"352",209011203,37,21,56,0,0,0,27,13,40,0,0,0,30,16,43,0,0,0,20,10,34,0.00025,0,0,-0.119435222332174,-0.534230209675435,0.337089253423719,-0.837308887924298,-1.42718548997747,-0.258329630958361,-0.517912174125392,-0.921350683097457,-0.118454854703119,-7980.76764718523,-14197.5533511903,-1825.33008354771
"353",404011091,20,12,33,0,0,0,28,13,45,0,0,0,23,9,37,0,0,0,18,9,29,0,0,0,-0.655124497675287,-1.12673518997037,-0.168127566214973,-0.783983899275699,-1.44676252914652,-0.0859836135228067,-0.723550309556944,-1.15713429691608,-0.230162481465867,-9227.4370977797,-14756.9336885707,-2935.26212613421
"354",305041137,30,12,57,0.001125,0,0,4,1,15,0,0,0,8,1,22,0,0,0,11,5,20,0,0,0,-0.296162993501417,-0.940796973407146,0.42212952805274,-2.13974347513091,-3.06237854265134,-1.19141937705431,-1.3244317349704,-1.97881323200455,-0.688116088046558,-14113.8067837121,-21087.2232068565,-7332.90909226815
"355",404031106,29,16,48,0,0,0,28,12,45,0,0,0,27,11,42,0,0,0,23,12,36,0,0,0,-0.337381080455732,-0.84051958999348,0.155587396341342,-0.801684145324357,-1.53480236071003,-0.108219611817693,-0.594041285086165,-1.07527331735872,-0.107280350096201,-6576.92808783147,-11904.8885331371,-1187.75439609009
"356",602011052,69,44,91,0.180875,0.00275,0,67,43,89,0.128375,0.002375,0,71,50,90,0.192125,0.00325,0,65,51,79,0.01325,0,0,0.531384017229238,-0.0246580980530494,1.06578418425011,0.617393346006082,-0.237871638080749,1.47085896938252,0.57855374188969,0.0347500625059653,1.13754779873782,2300.32967775341,138.166248523718,4522.89004778157
"357",601021009,28,11,53,0.000375,0,0,66,37,92,0.166625,0.008625,0.00025,55,30,80,0.026875,0.000375,0,54,34,70,0.0015,0,0,-0.356698295809551,-1.00360683728415,0.32150531072877,0.597055502875639,-0.415810676826053,1.66459219061404,0.173628616263359,-0.496908106108211,0.834304328674742,705.01899633737,-2017.69536485239,3387.69272658379
"358",601051027,61,29,91,0.14025,0.00625,0.00025,6,1,23,0,0,0,17,2,37,0,0,0,22,11,35,0,0,0,0.374792457987239,-0.357628108575321,1.11467836812195,-1.96447336013056,-3.09400338326845,-0.830223024787402,-0.930303014999005,-1.66349641977353,-0.211257704751881,-7298.69230417469,-13050.9611613332,-1657.42232263088
"359",117031329,88,60,100,0.696125,0.20275,0.02675,5,1,18,0,0,0,23,5,44,0,0,0,20,7,38,0.000375,0,0,0.996277665105196,0.234039316480994,1.78767281453465,-2.09725891637774,-3.1168705670556,-1.06525610665253,-0.722473541135934,-1.40738340344835,-0.0225706577294814,-8316.03169524516,-16199.6866653922,-259.799555795196
"360",311051327,32,15,51,0,0,0,44,23,62,0.000125,0,0,40,22,57,0,0,0,36,20,62,0.00225,0,0,-0.265896718815945,-0.7917379696392,0.252781236300484,-0.186654156755572,-0.919966191192668,0.518665431022751,-0.222279072447308,-0.715322938209076,0.252318772850988,-2169.55488662195,-6981.90953838968,2462.75738241206
"361",701021022,57,32,79,0.027625,0.00025,0,51,27,73,0.00625,0,0,55,33,74,0.00675,0,0,54,37,66,0,0,0,0.290926891588239,-0.207527904706746,0.808576591946812,0.0605148876079587,-0.776182326207813,0.885015360189167,0.159098211599953,-0.377208328014923,0.70648990475214,618.414748489016,-1466.208770994,2746.12625977157
